fecha;tmin
2009-02-16;293,80
2009-02-17;296,30
2009-02-18;297,50
2009-02-19;298,60
2009-02-20;298,70
2009-02-21;302,90
2009-02-22;294,50
2009-02-23;294,30
2009-02-24;292,10
2009-02-25;292,30
2009-02-26;293,10
2009-02-27;295,00
2009-02-28;294,90
2009-03-01;296,40
2009-03-02;296,30
2009-03-03;294,80
2009-03-04;296,80
2009-03-05;294,20
2009-03-06;295,30
2009-03-07;294,70
2009-03-08;295,40
2009-03-09;298,90
2009-03-10;292,80
2009-03-11;291,40
2009-03-12;291,40
2009-03-13;291,20
2009-03-14;291,40
2009-03-15;291,60
2009-03-16;294,90
2009-03-17;295,70
