fecha;hrmean
2009-02-16;67,35
2009-02-17;55,80
2009-02-18;48,96
2009-02-19;62,08
2009-02-20;56,12
2009-02-21;37,07
2009-02-22;89,13
2009-02-23;80,92
2009-02-24;77,44
2009-02-25;80,43
2009-02-26;99,62
2009-02-27;95,95
2009-02-28;94,20
2009-03-01;95,31
2009-03-02;99,26
2009-03-03;93,89
2009-03-04;90,85
2009-03-05;99,20
2009-03-06;100,37
2009-03-07;98,95
2009-03-08;84,87
2009-03-09;66,60
2009-03-10;74,22
2009-03-11;90,33
2009-03-12;83,17
2009-03-13;81,50
2009-03-14;82,18
2009-03-15;92,22
2009-03-16;92,64
2009-03-17;92,04
