fecha;tmin
2009-02-16;298,60
2009-02-17;296,70
2009-02-18;296,10
2009-02-19;297,30
2009-02-20;299,50
2009-02-21;299,50
2009-02-22;301,30
2009-02-23;302,50
2009-02-24;296,80
2009-02-25;295,20
2009-02-26;294,50
2009-02-27;294,20
2009-02-28;294,20
2009-03-01;293,60
2009-03-02;295,20
2009-03-03;296,00
2009-03-04;295,70
2009-03-05;296,30
2009-03-06;294,10
2009-03-07;291,90
2009-03-08;292,80
2009-03-09;293,70
2009-03-10;294,20
2009-03-11;293,70
2009-03-12;295,10
2009-03-13;294,50
2009-03-14;295,20
2009-03-15;294,60
2009-03-16;294,00
2009-03-17;296,50
