fecha;tmax
2009-02-16;308,60
2009-02-17;311,00
2009-02-18;305,60
2009-02-19;306,40
2009-02-20;300,80
2009-02-21;304,10
2009-02-22;305,30
2009-02-23;298,30
2009-02-24;302,30
2009-02-25;300,40
2009-02-26;305,70
2009-02-27;299,80
2009-02-28;296,10
2009-03-01;298,00
2009-03-02;301,70
2009-03-03;298,50
2009-03-04;298,40
2009-03-05;296,50
2009-03-06;298,80
2009-03-07;299,10
2009-03-08;299,20
2009-03-09;303,70
2009-03-10;299,70
2009-03-11;299,10
2009-03-12;300,30
2009-03-13;302,20
2009-03-14;302,50
2009-03-15;305,50
2009-03-16;304,00
2009-03-17;304,50
