fecha;precip
2009-02-16;1,90
2009-02-17;9,20
2009-02-18;8,21
2009-02-19;13,54
2009-02-20;0,00
2009-02-21;0,00
2009-02-22;0,00
2009-02-23;0,06
2009-02-24;3,48
2009-02-25;1,92
2009-02-26;17,02
2009-02-27;22,83
2009-02-28;0,76
2009-03-01;0,00
2009-03-02;12,48
2009-03-03;39,64
2009-03-04;8,10
2009-03-05;70,42
2009-03-06;0,17
2009-03-07;4,41
2009-03-08;14,99
2009-03-09;2,64
2009-03-10;0,15
2009-03-11;7,21
2009-03-12;9,33
2009-03-13;4,08
2009-03-14;0,00
2009-03-15;0,00
2009-03-16;0,00
2009-03-17;42,21
