fecha;radsup
2009-02-16;18,71
2009-02-17;16,95
2009-02-18;15,38
2009-02-19;19,62
2009-02-20;18,21
2009-02-21;12,74
2009-02-22;3,11
2009-02-23;13,03
2009-02-24;13,33
2009-02-25;22,32
2009-02-26;25,04
2009-02-27;24,65
2009-02-28;24,13
2009-03-01;8,28
2009-03-02;18,43
2009-03-03;23,24
2009-03-04;23,76
2009-03-05;24,04
2009-03-06;24,45
2009-03-07;23,60
2009-03-08;5,87
2009-03-09;11,49
2009-03-10;16,09
2009-03-11;8,57
2009-03-12;2,46
2009-03-13;12,66
2009-03-14;14,14
2009-03-15;9,61
2009-03-16;16,28
2009-03-17;18,59
