fecha;tmin
2009-03-17;296,80
2009-03-18;296,80
2009-03-19;296,60
2009-03-20;297,60
2009-03-21;296,20
2009-03-22;295,30
2009-03-23;294,20
2009-03-24;296,10
2009-03-25;298,10
2009-03-26;293,60
2009-03-27;293,10
2009-03-28;291,30
2009-03-29;289,80
2009-03-30;287,70
2009-03-31;292,60
2009-04-01;294,70
2009-04-02;295,80
2009-04-03;296,00
2009-04-04;291,80
2009-04-05;286,50
2009-04-06;283,80
2009-04-07;289,50
2009-04-08;288,60
2009-04-09;290,20
2009-04-10;290,90
2009-04-11;292,30
2009-04-12;291,90
2009-04-13;290,70
2009-04-14;292,20
2009-04-15;291,10
