fecha;hrmean
2009-03-17;46,04
2009-03-18;47,75
2009-03-19;46,26
2009-03-20;57,07
2009-03-21;58,41
2009-03-22;54,55
2009-03-23;44,26
2009-03-24;39,77
2009-03-25;46,12
2009-03-26;43,46
2009-03-27;38,99
2009-03-28;35,42
2009-03-29;35,87
2009-03-30;35,42
2009-03-31;41,09
2009-04-01;41,66
2009-04-02;35,42
2009-04-03;33,99
2009-04-04;62,90
2009-04-05;64,81
2009-04-06;39,78
2009-04-07;34,43
2009-04-08;34,00
2009-04-09;58,83
2009-04-10;45,93
2009-04-11;41,95
2009-04-12;44,26
2009-04-13;45,10
2009-04-14;59,08
2009-04-15;76,31
