fecha;tmax
2009-03-17;306,70
2009-03-18;308,10
2009-03-19;312,00
2009-03-20;309,40
2009-03-21;309,00
2009-03-22;306,20
2009-03-23;305,10
2009-03-24;305,40
2009-03-25;306,90
2009-03-26;308,40
2009-03-27;304,40
2009-03-28;306,00
2009-03-29;308,70
2009-03-30;308,40
2009-03-31;310,30
2009-04-01;311,40
2009-04-02;307,60
2009-04-03;306,40
2009-04-04;304,90
2009-04-05;307,20
2009-04-06;307,80
2009-04-07;302,20
2009-04-08;295,70
2009-04-09;300,00
2009-04-10;303,20
2009-04-11;298,80
2009-04-12;303,60
2009-04-13;306,40
2009-04-14;307,00
2009-04-15;306,70
