fecha;tmax
2009-03-17;309,60
2009-03-18;306,70
2009-03-19;310,00
2009-03-20;309,40
2009-03-21;309,40
2009-03-22;307,80
2009-03-23;308,20
2009-03-24;311,20
2009-03-25;304,90
2009-03-26;305,70
2009-03-27;303,30
2009-03-28;301,40
2009-03-29;303,60
2009-03-30;305,20
2009-03-31;307,00
2009-04-01;307,90
2009-04-02;303,10
2009-04-03;303,50
2009-04-04;301,80
2009-04-05;305,60
2009-04-06;307,70
2009-04-07;304,00
2009-04-08;298,00
2009-04-09;299,20
2009-04-10;298,90
2009-04-11;302,90
2009-04-12;301,40
2009-04-13;297,30
2009-04-14;302,00
2009-04-15;302,70
