fecha;tmin
2009-03-17;297,20
2009-03-18;297,50
2009-03-19;298,70
2009-03-20;299,70
2009-03-21;298,00
2009-03-22;294,80
2009-03-23;295,00
2009-03-24;295,10
2009-03-25;299,40
2009-03-26;296,40
2009-03-27;291,80
2009-03-28;290,60
2009-03-29;289,50
2009-03-30;291,40
2009-03-31;294,60
2009-04-01;295,70
2009-04-02;295,00
2009-04-03;295,00
2009-04-04;295,10
2009-04-05;294,10
2009-04-06;295,90
2009-04-07;295,80
2009-04-08;295,00
2009-04-09;290,40
2009-04-10;286,70
2009-04-11;287,30
2009-04-12;293,90
2009-04-13;294,30
2009-04-14;291,80
2009-04-15;291,80
