fecha;hrmean
2009-03-17;41,51
2009-03-18;43,53
2009-03-19;46,68
2009-03-20;49,07
2009-03-21;59,45
2009-03-22;51,96
2009-03-23;52,47
2009-03-24;47,53
2009-03-25;44,85
2009-03-26;49,60
2009-03-27;27,60
2009-03-28;36,91
2009-03-29;52,49
2009-03-30;41,97
2009-03-31;39,98
2009-04-01;36,93
2009-04-02;29,71
2009-04-03;38,17
2009-04-04;87,40
2009-04-05;97,94
2009-04-06;94,14
2009-04-07;74,59
2009-04-08;63,75
2009-04-09;61,85
2009-04-10;73,96
2009-04-11;83,42
2009-04-12;66,46
2009-04-13;58,88
2009-04-14;63,59
2009-04-15;80,31
