fecha;hrmean
2009-03-17;37,01
2009-03-18;41,37
2009-03-19;45,76
2009-03-20;36,96
2009-03-21;45,03
2009-03-22;57,28
2009-03-23;44,54
2009-03-24;39,49
2009-03-25;45,28
2009-03-26;51,80
2009-03-27;38,64
2009-03-28;40,88
2009-03-29;47,50
2009-03-30;46,13
2009-03-31;44,42
2009-04-01;52,97
2009-04-02;88,20
2009-04-03;79,52
2009-04-04;87,40
2009-04-05;77,28
2009-04-06;63,47
2009-04-07;82,92
2009-04-08;94,25
2009-04-09;68,69
2009-04-10;66,83
2009-04-11;69,53
2009-04-12;84,19
2009-04-13;96,10
2009-04-14;81,20
2009-04-15;72,35
