fecha;hrmean
2009-04-21;51,15
2009-04-22;65,35
2009-04-23;45,44
2009-04-24;89,88
2009-04-25;91,01
2009-04-26;75,85
2009-04-27;69,57
2009-04-28;58,53
2009-04-29;55,21
2009-04-30;48,88
2009-05-01;58,20
2009-05-02;56,99
2009-05-03;56,84
2009-05-04;48,28
2009-05-05;48,66
2009-05-06;55,93
2009-05-07;54,12
2009-05-08;43,99
2009-05-09;64,14
2009-05-10;95,09
2009-05-11;76,47
2009-05-12;83,62
2009-05-13;83,28
2009-05-14;86,79
2009-05-15;80,16
2009-05-16;81,06
2009-05-17;67,82
2009-05-18;66,45
2009-05-19;69,72
2009-05-20;71,99
