fecha;tmin
2009-04-21;289,30
2009-04-22;289,60
2009-04-23;287,90
2009-04-24;291,10
2009-04-25;287,40
2009-04-26;286,90
2009-04-27;293,00
2009-04-28;284,80
2009-04-29;282,90
2009-04-30;284,10
2009-05-01;283,10
2009-05-02;281,90
2009-05-03;280,70
2009-05-04;281,00
2009-05-05;284,70
2009-05-06;287,60
2009-05-07;289,40
2009-05-08;287,60
2009-05-09;281,00
2009-05-10;280,70
2009-05-11;282,10
2009-05-12;287,00
2009-05-13;290,40
2009-05-14;292,90
2009-05-15;290,00
2009-05-16;288,90
2009-05-17;285,30
2009-05-18;285,00
2009-05-19;288,70
2009-05-20;291,00
