fecha;precip
2009-04-21;3,05
2009-04-22;10,80
2009-04-23;0,45
2009-04-24;0,73
2009-04-25;1,45
2009-04-26;26,09
2009-04-27;44,26
2009-04-28;21,64
2009-04-29;0,00
2009-04-30;0,00
2009-05-01;1,56
2009-05-02;1,40
2009-05-03;0,04
2009-05-04;0,13
2009-05-05;0,00
2009-05-06;0,28
2009-05-07;0,00
2009-05-08;0,00
2009-05-09;1,49
2009-05-10;24,71
2009-05-11;0,89
2009-05-12;0,17
2009-05-13;1,53
2009-05-14;10,52
2009-05-15;44,45
2009-05-16;3,43
2009-05-17;0,13
2009-05-18;0,35
2009-05-19;0,32
2009-05-20;0,24
