fecha;hrmean
2009-04-21;65,39
2009-04-22;85,78
2009-04-23;64,08
2009-04-24;78,28
2009-04-25;73,97
2009-04-26;60,89
2009-04-27;68,10
2009-04-28;60,36
2009-04-29;51,26
2009-04-30;47,92
2009-05-01;45,91
2009-05-02;48,06
2009-05-03;44,26
2009-05-04;58,04
2009-05-05;76,77
2009-05-06;87,71
2009-05-07;78,44
2009-05-08;93,38
2009-05-09;56,61
2009-05-10;59,31
2009-05-11;57,24
2009-05-12;79,72
2009-05-13;72,58
2009-05-14;58,34
2009-05-15;61,06
2009-05-16;68,90
2009-05-17;67,41
2009-05-18;61,86
2009-05-19;64,80
2009-05-20;95,73
