fecha;tmax
2009-04-21;291,80
2009-04-22;294,90
2009-04-23;301,30
2009-04-24;298,30
2009-04-25;296,90
2009-04-26;296,90
2009-04-27;298,00
2009-04-28;298,70
2009-04-29;299,90
2009-04-30;300,30
2009-05-01;300,40
2009-05-02;299,50
2009-05-03;301,80
2009-05-04;302,80
2009-05-05;302,60
2009-05-06;300,80
2009-05-07;302,00
2009-05-08;296,80
2009-05-09;305,90
2009-05-10;303,80
2009-05-11;304,20
2009-05-12;305,00
2009-05-13;305,50
2009-05-14;294,00
2009-05-15;291,90
2009-05-16;296,80
2009-05-17;301,50
2009-05-18;298,90
2009-05-19;296,10
2009-05-20;295,60
