fecha;radsup
2009-04-21;5,08
2009-04-22;3,02
2009-04-23;9,48
2009-04-24;9,25
2009-04-25;4,12
2009-04-26;15,78
2009-04-27;9,52
2009-04-28;16,90
2009-04-29;17,07
2009-04-30;16,91
2009-05-01;16,25
2009-05-02;13,34
2009-05-03;15,15
2009-05-04;3,72
2009-05-05;6,26
2009-05-06;4,80
2009-05-07;10,91
2009-05-08;1,68
2009-05-09;15,76
2009-05-10;15,21
2009-05-11;15,77
2009-05-12;4,24
2009-05-13;9,33
2009-05-14;15,34
2009-05-15;13,75
2009-05-16;14,81
2009-05-17;14,80
2009-05-18;9,80
2009-05-19;9,44
2009-05-20;0,92
