fecha;tmin
2009-04-21;287,80
2009-04-22;290,50
2009-04-23;290,40
2009-04-24;293,40
2009-04-25;288,00
2009-04-26;285,40
2009-04-27;289,10
2009-04-28;284,00
2009-04-29;284,40
2009-04-30;285,80
2009-05-01;287,70
2009-05-02;290,90
2009-05-03;292,00
2009-05-04;292,80
2009-05-05;291,60
2009-05-06;291,40
2009-05-07;290,30
2009-05-08;280,90
2009-05-09;277,90
2009-05-10;276,10
2009-05-11;276,90
2009-05-12;280,10
2009-05-13;282,40
2009-05-14;278,30
2009-05-15;280,30
2009-05-16;278,30
2009-05-17;281,50
2009-05-18;283,90
2009-05-19;288,40
2009-05-20;289,20
