fecha;tmin
2009-04-21;287,60
2009-04-22;287,90
2009-04-23;286,60
2009-04-24;290,50
2009-04-25;291,40
2009-04-26;292,20
2009-04-27;291,30
2009-04-28;288,70
2009-04-29;284,00
2009-04-30;285,70
2009-05-01;285,30
2009-05-02;281,00
2009-05-03;283,00
2009-05-04;286,30
2009-05-05;290,70
2009-05-06;297,90
2009-05-07;295,60
2009-05-08;290,10
2009-05-09;285,00
2009-05-10;284,40
2009-05-11;283,20
2009-05-12;282,60
2009-05-13;280,50
2009-05-14;282,50
2009-05-15;283,60
2009-05-16;286,90
2009-05-17;286,20
2009-05-18;286,80
2009-05-19;290,40
2009-05-20;292,00
