fecha;radsup
2009-04-21;5,89
2009-04-22;2,12
2009-04-23;7,35
2009-04-24;3,60
2009-04-25;6,76
2009-04-26;17,30
2009-04-27;16,00
2009-04-28;16,12
2009-04-29;17,20
2009-04-30;16,90
2009-05-01;13,35
2009-05-02;16,67
2009-05-03;16,50
2009-05-04;15,63
2009-05-05;7,18
2009-05-06;14,67
2009-05-07;7,77
2009-05-08;8,49
2009-05-09;10,71
2009-05-10;10,39
2009-05-11;1,62
2009-05-12;3,24
2009-05-13;2,62
2009-05-14;11,11
2009-05-15;2,17
2009-05-16;1,12
2009-05-17;0,92
2009-05-18;1,23
2009-05-19;1,56
2009-05-20;8,77
