fecha;velviento
2009-04-21;3,78
2009-04-22;2,67
2009-04-23;1,08
2009-04-24;2,06
2009-04-25;3,60
2009-04-26;2,62
2009-04-27;2,11
2009-04-28;2,54
2009-04-29;2,20
2009-04-30;3,19
2009-05-01;2,74
2009-05-02;2,30
2009-05-03;3,16
2009-05-04;2,38
2009-05-05;1,76
2009-05-06;2,67
2009-05-07;2,17
2009-05-08;2,70
2009-05-09;1,98
2009-05-10;2,05
2009-05-11;1,68
2009-05-12;2,17
2009-05-13;1,22
2009-05-14;2,00
2009-05-15;2,19
2009-05-16;2,43
2009-05-17;2,02
2009-05-18;3,54
2009-05-19;5,29
2009-05-20;4,69
