fecha;tmin
2009-04-21;292,30
2009-04-22;290,40
2009-04-23;290,60
2009-04-24;291,90
2009-04-25;290,70
2009-04-26;290,30
2009-04-27;290,20
2009-04-28;287,00
2009-04-29;283,70
2009-04-30;285,70
2009-05-01;286,00
2009-05-02;287,90
2009-05-03;290,50
2009-05-04;290,90
2009-05-05;295,10
2009-05-06;294,30
2009-05-07;295,90
2009-05-08;293,40
2009-05-09;295,80
2009-05-10;293,70
2009-05-11;289,60
2009-05-12;289,30
2009-05-13;285,90
2009-05-14;282,00
2009-05-15;282,50
2009-05-16;285,60
2009-05-17;289,60
2009-05-18;287,20
2009-05-19;285,50
2009-05-20;281,50
