fecha;tmin
2003-01-27;290,80
2003-01-28;294,10
2003-01-29;293,40
2003-01-30;295,20
2003-01-31;298,90
2003-02-01;299,00
2003-02-02;301,30
2003-02-03;302,90
2003-02-04;299,70
2003-02-05;296,70
2003-02-06;296,70
2003-02-07;295,70
2003-02-08;295,10
2003-02-09;294,40
2003-02-10;291,60
2003-02-11;292,20
2003-02-12;293,50
2003-02-13;294,50
2003-02-14;295,00
2003-02-15;296,20
2003-02-16;295,40
2003-02-17;294,90
2003-02-18;293,60
2003-02-19;288,00
2003-02-20;285,60
2003-02-21;288,40
2003-02-22;290,70
2003-02-23;293,70
2003-02-24;296,60
2003-02-25;297,00
