fecha;tmin
2003-01-27;292,50
2003-01-28;295,20
2003-01-29;294,60
2003-01-30;294,30
2003-01-31;298,30
2003-02-01;300,60
2003-02-02;300,90
2003-02-03;302,70
2003-02-04;299,90
2003-02-05;301,70
2003-02-06;303,00
2003-02-07;301,80
2003-02-08;301,10
2003-02-09;298,50
2003-02-10;294,30
2003-02-11;294,20
2003-02-12;294,50
2003-02-13;294,90
2003-02-14;295,70
2003-02-15;297,50
2003-02-16;300,10
2003-02-17;300,80
2003-02-18;302,50
2003-02-19;289,50
2003-02-20;288,90
2003-02-21;286,30
2003-02-22;289,40
2003-02-23;292,20
2003-02-24;295,10
2003-02-25;296,30
