fecha;hrmean
2003-01-27;63,61
2003-01-28;58,94
2003-01-29;57,96
2003-01-30;56,20
2003-01-31;47,34
2003-02-01;44,37
2003-02-02;46,40
2003-02-03;61,60
2003-02-04;73,87
2003-02-05;83,19
2003-02-06;93,09
2003-02-07;93,63
2003-02-08;98,77
2003-02-09;89,31
2003-02-10;79,06
2003-02-11;75,25
2003-02-12;69,19
2003-02-13;75,64
2003-02-14;68,17
2003-02-15;62,34
2003-02-16;66,39
2003-02-17;53,46
2003-02-18;50,97
2003-02-19;54,57
2003-02-20;55,78
2003-02-21;57,36
2003-02-22;89,31
2003-02-23;89,28
2003-02-24;70,66
2003-02-25;71,15
