fecha;tmin
2003-01-27;293,60
2003-01-28;295,00
2003-01-29;293,70
2003-01-30;293,50
2003-01-31;296,20
2003-02-01;301,70
2003-02-02;299,30
2003-02-03;300,70
2003-02-04;302,10
2003-02-05;301,30
2003-02-06;300,10
2003-02-07;301,80
2003-02-08;301,00
2003-02-09;303,90
2003-02-10;303,10
2003-02-11;298,90
2003-02-12;299,70
2003-02-13;296,00
2003-02-14;291,30
2003-02-15;288,10
2003-02-16;287,20
2003-02-17;289,20
2003-02-18;292,80
2003-02-19;294,70
2003-02-20;296,00
2003-02-21;294,70
2003-02-22;290,70
2003-02-23;287,80
2003-02-24;288,40
2003-02-25;290,50
