fecha;tmin
2003-01-27;293,50
2003-01-28;295,50
2003-01-29;295,60
2003-01-30;295,70
2003-01-31;299,10
2003-02-01;299,60
2003-02-02;299,00
2003-02-03;300,40
2003-02-04;297,70
2003-02-05;296,80
2003-02-06;297,30
2003-02-07;297,20
2003-02-08;296,90
2003-02-09;295,70
2003-02-10;295,10
2003-02-11;291,70
2003-02-12;292,40
2003-02-13;296,50
2003-02-14;290,50
2003-02-15;285,30
2003-02-16;284,80
2003-02-17;291,70
2003-02-18;287,50
2003-02-19;285,10
2003-02-20;288,70
2003-02-21;292,00
2003-02-22;292,80
2003-02-23;294,30
2003-02-24;296,30
2003-02-25;297,90
