fecha;tmax
2003-05-05;293,90
2003-05-06;290,80
2003-05-07;292,30
2003-05-08;292,80
2003-05-09;294,60
2003-05-10;295,20
2003-05-11;295,00
2003-05-12;296,80
2003-05-13;293,90
2003-05-14;292,30
2003-05-15;293,90
2003-05-16;299,40
2003-05-17;300,40
2003-05-18;293,40
2003-05-19;289,00
2003-05-20;292,20
2003-05-21;297,10
2003-05-22;298,60
2003-05-23;299,70
2003-05-24;295,20
2003-05-25;300,60
2003-05-26;299,40
2003-05-27;296,40
2003-05-28;293,10
2003-05-29;291,40
2003-05-30;292,10
2003-05-31;293,10
2003-06-01;289,70
2003-06-02;289,70
2003-06-03;292,00
