fecha;hrmean
2008-12-24;75,23
2008-12-25;50,37
2008-12-26;35,71
2008-12-27;41,64
2008-12-28;39,78
2008-12-29;61,23
2008-12-30;35,16
2008-12-31;50,08
2009-01-01;70,02
2009-01-02;84,42
2009-01-03;59,46
2009-01-04;52,14
2009-01-05;42,48
2009-01-06;38,58
2009-01-07;43,72
2009-01-08;40,87
2009-01-09;44,29
2009-01-10;61,59
2009-01-11;68,39
2009-01-12;53,90
2009-01-13;58,12
2009-01-14;67,51
2009-01-15;73,03
2009-01-16;84,23
2009-01-17;59,82
2009-01-18;54,10
2009-01-19;51,67
2009-01-20;51,70
2009-01-21;51,14
2009-01-22;76,20
