fecha;hrmean
2008-12-24;74,51
2008-12-25;59,26
2008-12-26;51,08
2008-12-27;40,14
2008-12-28;42,06
2008-12-29;43,58
2008-12-30;77,65
2008-12-31;76,31
2009-01-01;52,11
2009-01-02;67,43
2009-01-03;46,93
2009-01-04;45,25
2009-01-05;46,30
2009-01-06;48,46
2009-01-07;45,85
2009-01-08;94,57
2009-01-09;83,35
2009-01-10;88,80
2009-01-11;77,03
2009-01-12;67,61
2009-01-13;74,30
2009-01-14;76,82
2009-01-15;68,79
2009-01-16;70,30
2009-01-17;69,39
2009-01-18;59,42
2009-01-19;49,23
2009-01-20;44,82
2009-01-21;57,72
2009-01-22;53,55
