fecha;tmin
2008-12-24;295,90
2008-12-25;296,20
2008-12-26;294,80
2008-12-27;293,30
2008-12-28;292,40
2008-12-29;298,00
2008-12-30;297,50
2008-12-31;295,40
2009-01-01;293,00
2009-01-02;286,50
2009-01-03;282,80
2009-01-04;286,80
2009-01-05;288,60
2009-01-06;290,20
2009-01-07;294,60
2009-01-08;293,30
2009-01-09;291,60
2009-01-10;292,90
2009-01-11;294,20
2009-01-12;294,30
2009-01-13;296,10
2009-01-14;293,20
2009-01-15;294,70
2009-01-16;293,90
2009-01-17;293,10
2009-01-18;292,50
2009-01-19;293,60
2009-01-20;295,80
2009-01-21;298,60
2009-01-22;296,60
