fecha;radsup
2008-12-24;3,04
2008-12-25;17,18
2008-12-26;26,43
2008-12-27;28,75
2008-12-28;27,21
2008-12-29;17,87
2008-12-30;27,52
2008-12-31;26,14
2009-01-01;3,90
2009-01-02;25,52
2009-01-03;30,15
2009-01-04;28,62
2009-01-05;15,63
2009-01-06;25,12
2009-01-07;29,42
2009-01-08;30,06
2009-01-09;28,24
2009-01-10;11,57
2009-01-11;22,68
2009-01-12;22,56
2009-01-13;26,00
2009-01-14;12,46
2009-01-15;16,26
2009-01-16;25,36
2009-01-17;21,98
2009-01-18;3,18
2009-01-19;17,01
2009-01-20;26,00
2009-01-21;26,55
2009-01-22;27,88
