fecha;tmin
2008-12-24;294,40
2008-12-25;293,90
2008-12-26;294,30
2008-12-27;293,80
2008-12-28;298,20
2008-12-29;300,00
2008-12-30;296,20
2008-12-31;295,20
2009-01-01;297,80
2009-01-02;289,30
2009-01-03;285,70
2009-01-04;287,60
2009-01-05;291,70
2009-01-06;291,30
2009-01-07;295,50
2009-01-08;297,00
2009-01-09;297,00
2009-01-10;297,10
2009-01-11;296,20
2009-01-12;297,30
2009-01-13;297,80
2009-01-14;296,90
2009-01-15;296,50
2009-01-16;289,70
2009-01-17;287,40
2009-01-18;286,00
2009-01-19;287,60
2009-01-20;292,70
2009-01-21;299,30
2009-01-22;298,20
