fecha;hrmean
2003-03-03;75,15
2003-03-04;58,36
2003-03-05;46,62
2003-03-06;42,72
2003-03-07;71,79
2003-03-08;69,02
2003-03-09;50,99
2003-03-10;49,36
2003-03-11;44,01
2003-03-12;53,76
2003-03-13;70,30
2003-03-14;73,06
2003-03-15;74,68
2003-03-16;73,28
2003-03-17;83,88
2003-03-18;95,04
2003-03-19;92,71
2003-03-20;58,94
2003-03-21;58,94
2003-03-22;59,76
2003-03-23;58,89
2003-03-24;65,30
2003-03-25;64,87
2003-03-26;64,74
2003-03-27;64,13
2003-03-28;53,78
2003-03-29;50,72
2003-03-30;47,44
2003-03-31;68,59
2003-04-01;74,91
