fecha;tmin
2003-03-03;295,90
2003-03-04;295,80
2003-03-05;295,50
2003-03-06;296,80
2003-03-07;295,50
2003-03-08;290,50
2003-03-09;290,80
2003-03-10;293,60
2003-03-11;299,00
2003-03-12;297,30
2003-03-13;295,50
2003-03-14;295,60
2003-03-15;294,50
2003-03-16;297,40
2003-03-17;294,40
2003-03-18;291,70
2003-03-19;296,70
2003-03-20;296,00
2003-03-21;292,10
2003-03-22;289,40
2003-03-23;290,30
2003-03-24;291,00
2003-03-25;291,50
2003-03-26;293,80
2003-03-27;291,70
2003-03-28;291,90
2003-03-29;292,00
2003-03-30;292,20
2003-03-31;293,50
2003-04-01;294,90
