fecha;radsup
2003-03-03;5,83
2003-03-04;17,35
2003-03-05;6,02
2003-03-06;10,42
2003-03-07;16,06
2003-03-08;23,29
2003-03-09;22,61
2003-03-10;22,70
2003-03-11;18,54
2003-03-12;21,26
2003-03-13;21,37
2003-03-14;20,72
2003-03-15;16,52
2003-03-16;17,37
2003-03-17;21,30
2003-03-18;21,23
2003-03-19;20,86
2003-03-20;18,52
2003-03-21;14,61
2003-03-22;7,01
2003-03-23;10,31
2003-03-24;19,39
2003-03-25;14,44
2003-03-26;5,27
2003-03-27;17,98
2003-03-28;6,77
2003-03-29;11,92
2003-03-30;5,15
2003-03-31;12,11
2003-04-01;2,21
