fecha;tmax
2009-01-07;311,30
2009-01-08;307,80
2009-01-09;298,50
2009-01-10;306,40
2009-01-11;309,10
2009-01-12;309,80
2009-01-13;303,60
2009-01-14;300,00
2009-01-15;303,80
2009-01-16;301,10
2009-01-17;306,60
2009-01-18;304,30
2009-01-19;305,60
2009-01-20;306,90
2009-01-21;314,40
2009-01-22;311,50
2009-01-23;311,80
2009-01-24;310,60
2009-01-25;312,00
2009-01-26;312,30
2009-01-27;313,70
2009-01-28;310,30
2009-01-29;317,20
2009-01-30;309,80
2009-01-31;310,20
2009-02-01;311,80
2009-02-02;312,10
2009-02-03;312,80
2009-02-04;311,40
2009-02-05;312,80
