fecha;radsup
2009-01-07;28,86
2009-01-08;17,99
2009-01-09;5,28
2009-01-10;18,58
2009-01-11;11,51
2009-01-12;15,00
2009-01-13;10,84
2009-01-14;4,19
2009-01-15;10,38
2009-01-16;5,75
2009-01-17;5,74
2009-01-18;7,34
2009-01-19;11,86
2009-01-20;13,06
2009-01-21;21,77
2009-01-22;19,33
2009-01-23;18,42
2009-01-24;16,83
2009-01-25;19,80
2009-01-26;21,09
2009-01-27;22,86
2009-01-28;19,33
2009-01-29;20,04
2009-01-30;16,21
2009-01-31;15,58
2009-02-01;26,87
2009-02-02;25,00
2009-02-03;14,83
2009-02-04;18,10
2009-02-05;18,50
