fecha;precip
2009-01-07;0,00
2009-01-08;0,00
2009-01-09;1,19
2009-01-10;1,64
2009-01-11;0,00
2009-01-12;0,00
2009-01-13;0,09
2009-01-14;0,93
2009-01-15;3,80
2009-01-16;42,96
2009-01-17;10,95
2009-01-18;10,17
2009-01-19;3,26
2009-01-20;0,00
2009-01-21;0,00
2009-01-22;1,23
2009-01-23;9,40
2009-01-24;0,26
2009-01-25;3,72
2009-01-26;0,93
2009-01-27;1,47
2009-01-28;12,66
2009-01-29;37,80
2009-01-30;2,55
2009-01-31;0,00
2009-02-01;0,00
2009-02-02;0,00
2009-02-03;5,68
2009-02-04;82,97
2009-02-05;94,95
