fecha;tmax
2009-01-07;312,00
2009-01-08;312,20
2009-01-09;304,40
2009-01-10;303,90
2009-01-11;308,50
2009-01-12;309,30
2009-01-13;311,30
2009-01-14;306,70
2009-01-15;302,60
2009-01-16;305,90
2009-01-17;307,40
2009-01-18;310,40
2009-01-19;312,30
2009-01-20;314,00
2009-01-21;309,20
2009-01-22;308,30
2009-01-23;308,40
2009-01-24;315,30
2009-01-25;305,40
2009-01-26;298,70
2009-01-27;304,30
2009-01-28;304,00
2009-01-29;305,40
2009-01-30;308,10
2009-01-31;310,10
2009-02-01;313,00
2009-02-02;315,20
2009-02-03;312,70
2009-02-04;306,50
2009-02-05;302,00
