fecha;tmin
2009-01-07;295,60
2009-01-08;298,30
2009-01-09;294,10
2009-01-10;291,10
2009-01-11;295,60
2009-01-12;299,60
2009-01-13;296,80
2009-01-14;295,30
2009-01-15;295,10
2009-01-16;298,00
2009-01-17;296,30
2009-01-18;295,10
2009-01-19;296,10
2009-01-20;298,60
2009-01-21;298,00
2009-01-22;300,00
2009-01-23;300,30
2009-01-24;298,60
2009-01-25;297,60
2009-01-26;299,20
2009-01-27;302,10
2009-01-28;299,80
2009-01-29;297,80
2009-01-30;297,20
2009-01-31;297,00
2009-02-01;298,60
2009-02-02;300,40
2009-02-03;299,70
2009-02-04;300,70
2009-02-05;300,10
