fecha;tmax
2009-01-07;311,30
2009-01-08;309,70
2009-01-09;300,30
2009-01-10;307,40
2009-01-11;311,40
2009-01-12;309,50
2009-01-13;311,90
2009-01-14;308,20
2009-01-15;310,50
2009-01-16;308,10
2009-01-17;302,80
2009-01-18;297,30
2009-01-19;301,00
2009-01-20;301,40
2009-01-21;303,40
2009-01-22;310,00
2009-01-23;310,80
2009-01-24;313,80
2009-01-25;309,40
2009-01-26;314,20
2009-01-27;314,40
2009-01-28;310,80
2009-01-29;313,10
2009-01-30;312,50
2009-01-31;313,40
2009-02-01;312,80
2009-02-02;314,10
2009-02-03;309,90
2009-02-04;305,60
2009-02-05;307,60
