fecha;radsup
2009-01-07;28,61
2009-01-08;5,03
2009-01-09;11,65
2009-01-10;23,34
2009-01-11;6,88
2009-01-12;17,86
2009-01-13;16,19
2009-01-14;4,45
2009-01-15;24,61
2009-01-16;5,59
2009-01-17;25,48
2009-01-18;18,05
2009-01-19;24,56
2009-01-20;13,65
2009-01-21;24,55
2009-01-22;22,26
2009-01-23;22,78
2009-01-24;25,08
2009-01-25;18,43
2009-01-26;21,14
2009-01-27;7,62
2009-01-28;14,61
2009-01-29;20,94
2009-01-30;9,40
2009-01-31;25,32
2009-02-01;24,49
2009-02-02;25,10
2009-02-03;25,60
2009-02-04;24,08
2009-02-05;24,06
