fecha;hrmean
2009-01-07;36,08
2009-01-08;59,13
2009-01-09;74,65
2009-01-10;86,07
2009-01-11;87,85
2009-01-12;79,69
2009-01-13;72,48
2009-01-14;73,89
2009-01-15;70,70
2009-01-16;57,98
2009-01-17;46,63
2009-01-18;42,09
2009-01-19;62,99
2009-01-20;88,54
2009-01-21;79,23
2009-01-22;56,12
2009-01-23;48,49
2009-01-24;45,30
2009-01-25;40,10
2009-01-26;39,03
2009-01-27;35,67
2009-01-28;30,26
2009-01-29;33,90
2009-01-30;37,07
2009-01-31;34,97
2009-02-01;43,04
2009-02-02;43,20
2009-02-03;54,68
2009-02-04;41,85
2009-02-05;38,86
