fecha;tmax
2002-12-09;298,30
2002-12-10;301,10
2002-12-11;302,50
2002-12-12;304,20
2002-12-13;304,20
2002-12-14;303,00
2002-12-15;303,80
2002-12-16;305,70
2002-12-17;307,10
2002-12-18;309,20
2002-12-19;303,00
2002-12-20;299,00
2002-12-21;306,70
2002-12-22;303,50
2002-12-23;298,60
2002-12-24;301,80
2002-12-25;308,10
2002-12-26;308,00
2002-12-27;303,50
2002-12-28;299,90
2002-12-29;300,20
2002-12-30;300,30
2002-12-31;297,80
2003-01-01;299,60
2003-01-02;302,60
2003-01-03;303,90
2003-01-04;304,70
2003-01-05;306,80
2003-01-06;307,00
2003-01-07;308,20
