fecha;tmax
2002-12-09;297,40
2002-12-10;298,10
2002-12-11;302,20
2002-12-12;304,30
2002-12-13;305,50
2002-12-14;305,40
2002-12-15;306,30
2002-12-16;307,00
2002-12-17;308,90
2002-12-18;308,40
2002-12-19;309,80
2002-12-20;311,00
2002-12-21;309,30
2002-12-22;311,90
2002-12-23;306,40
2002-12-24;299,20
2002-12-25;300,90
2002-12-26;303,40
2002-12-27;306,70
2002-12-28;309,20
2002-12-29;306,20
2002-12-30;304,10
2002-12-31;305,50
2003-01-01;305,20
2003-01-02;301,10
2003-01-03;305,70
2003-01-04;310,10
2003-01-05;311,90
2003-01-06;312,10
2003-01-07;306,10
