fecha;tmax
2002-12-09;298,60
2002-12-10;301,00
2002-12-11;302,30
2002-12-12;304,20
2002-12-13;304,90
2002-12-14;305,40
2002-12-15;307,30
2002-12-16;309,40
2002-12-17;309,00
2002-12-18;309,70
2002-12-19;311,20
2002-12-20;309,90
2002-12-21;306,00
2002-12-22;301,50
2002-12-23;300,30
2002-12-24;300,70
2002-12-25;292,50
2002-12-26;299,20
2002-12-27;304,50
2002-12-28;302,80
2002-12-29;303,10
2002-12-30;305,20
2002-12-31;302,70
2003-01-01;302,20
2003-01-02;297,70
2003-01-03;301,10
2003-01-04;307,70
2003-01-05;306,50
2003-01-06;302,10
2003-01-07;299,40
