fecha;precip
2002-12-09;0,54
2002-12-10;0,04
2002-12-11;0,04
2002-12-12;2,53
2002-12-13;0,41
2002-12-14;0,00
2002-12-15;0,00
2002-12-16;0,04
2002-12-17;7,62
2002-12-18;0,02
2002-12-19;0,00
2002-12-20;0,00
2002-12-21;1,02
2002-12-22;89,45
2002-12-23;0,22
2002-12-24;23,74
2002-12-25;26,44
2002-12-26;0,15
2002-12-27;0,02
2002-12-28;0,00
2002-12-29;6,72
2002-12-30;9,48
2002-12-31;0,06
2003-01-01;1,97
2003-01-02;3,46
2003-01-03;10,04
2003-01-04;110,10
2003-01-05;63,74
2003-01-06;0,63
2003-01-07;0,76
