fecha;precip
2002-12-09;0,04
2002-12-10;0,09
2002-12-11;0,13
2002-12-12;0,00
2002-12-13;0,00
2002-12-14;0,00
2002-12-15;0,00
2002-12-16;0,02
2002-12-17;0,00
2002-12-18;0,00
2002-12-19;0,00
2002-12-20;0,00
2002-12-21;10,69
2002-12-22;57,56
2002-12-23;23,87
2002-12-24;7,00
2002-12-25;0,00
2002-12-26;0,00
2002-12-27;0,04
2002-12-28;4,69
2002-12-29;5,90
2002-12-30;22,10
2002-12-31;14,69
2003-01-01;26,72
2003-01-02;40,76
2003-01-03;24,19
2003-01-04;4,36
2003-01-05;0,00
2003-01-06;0,91
2003-01-07;20,61
