fecha;precip
2008-12-10;28,25
2008-12-11;0,58
2008-12-12;0,11
2008-12-13;0,00
2008-12-14;0,00
2008-12-15;0,00
2008-12-16;0,00
2008-12-17;0,00
2008-12-18;0,39
2008-12-19;1,88
2008-12-20;0,00
2008-12-21;0,15
2008-12-22;0,00
2008-12-23;3,18
2008-12-24;0,11
2008-12-25;0,00
2008-12-26;0,00
2008-12-27;1,23
2008-12-28;14,00
2008-12-29;37,63
2008-12-30;1,81
2008-12-31;28,92
2009-01-01;21,66
2009-01-02;0,00
2009-01-03;0,00
2009-01-04;0,84
2009-01-05;29,51
2009-01-06;23,28
2009-01-07;0,00
2009-01-08;0,00
