fecha;tmin
2008-12-10;294,60
2008-12-11;294,00
2008-12-12;294,50
2008-12-13;296,50
2008-12-14;295,30
2008-12-15;294,10
2008-12-16;295,00
2008-12-17;294,20
2008-12-18;295,10
2008-12-19;295,90
2008-12-20;296,40
2008-12-21;296,00
2008-12-22;296,30
2008-12-23;295,60
2008-12-24;294,70
2008-12-25;294,00
2008-12-26;294,10
2008-12-27;296,00
2008-12-28;296,40
2008-12-29;296,90
2008-12-30;298,10
2008-12-31;297,50
2009-01-01;296,60
2009-01-02;301,70
2009-01-03;299,10
2009-01-04;303,10
2009-01-05;302,10
2009-01-06;302,40
2009-01-07;304,00
2009-01-08;300,90
