fecha;tmin
2008-12-10;295,10
2008-12-11;290,80
2008-12-12;291,90
2008-12-13;291,10
2008-12-14;290,60
2008-12-15;291,60
2008-12-16;291,60
2008-12-17;293,50
2008-12-18;297,60
2008-12-19;296,70
2008-12-20;295,00
2008-12-21;290,00
2008-12-22;292,90
2008-12-23;293,40
2008-12-24;295,70
2008-12-25;296,50
2008-12-26;296,40
2008-12-27;295,40
2008-12-28;295,20
2008-12-29;297,60
2008-12-30;295,90
2008-12-31;295,70
2009-01-01;300,60
2009-01-02;296,50
2009-01-03;288,40
2009-01-04;287,90
2009-01-05;290,20
2009-01-06;291,60
2009-01-07;288,80
2009-01-08;290,90
