fecha;tmin
2008-12-10;294,70
2008-12-11;292,80
2008-12-12;289,70
2008-12-13;291,10
2008-12-14;291,70
2008-12-15;291,20
2008-12-16;291,70
2008-12-17;296,50
2008-12-18;298,20
2008-12-19;294,70
2008-12-20;290,80
2008-12-21;290,80
2008-12-22;294,40
2008-12-23;296,30
2008-12-24;293,70
2008-12-25;295,40
2008-12-26;295,50
2008-12-27;295,20
2008-12-28;295,60
2008-12-29;296,90
2008-12-30;295,40
2008-12-31;296,30
2009-01-01;295,80
2009-01-02;294,70
2009-01-03;295,30
2009-01-04;293,70
2009-01-05;294,20
2009-01-06;297,90
2009-01-07;295,90
2009-01-08;292,70
