fecha;radsup
2008-12-10;9,82
2008-12-11;9,70
2008-12-12;18,91
2008-12-13;28,94
2008-12-14;28,54
2008-12-15;30,01
2008-12-16;29,83
2008-12-17;28,23
2008-12-18;9,53
2008-12-19;5,71
2008-12-20;19,52
2008-12-21;18,05
2008-12-22;22,80
2008-12-23;15,33
2008-12-24;20,91
2008-12-25;26,12
2008-12-26;29,93
2008-12-27;24,95
2008-12-28;4,35
2008-12-29;4,88
2008-12-30;20,70
2008-12-31;22,12
2009-01-01;15,30
2009-01-02;29,60
2009-01-03;29,43
2009-01-04;24,41
2009-01-05;21,70
2009-01-06;6,81
2009-01-07;29,74
2009-01-08;29,74
