fecha;radsup
2008-12-10;20,92
2008-12-11;26,76
2008-12-12;28,43
2008-12-13;5,72
2008-12-14;21,27
2008-12-15;26,32
2008-12-16;29,17
2008-12-17;25,90
2008-12-18;14,86
2008-12-19;26,01
2008-12-20;23,53
2008-12-21;5,16
2008-12-22;6,88
2008-12-23;23,79
2008-12-24;28,69
2008-12-25;24,56
2008-12-26;29,29
2008-12-27;26,42
2008-12-28;4,73
2008-12-29;4,26
2008-12-30;16,10
2008-12-31;10,16
2009-01-01;14,67
2009-01-02;3,21
2009-01-03;4,74
2009-01-04;6,76
2009-01-05;4,22
2009-01-06;8,77
2009-01-07;19,51
2009-01-08;11,68
