fecha;precip
2008-12-10;2,96
2008-12-11;0,00
2008-12-12;3,30
2008-12-13;8,75
2008-12-14;0,35
2008-12-15;0,00
2008-12-16;0,00
2008-12-17;0,00
2008-12-18;0,00
2008-12-19;0,00
2008-12-20;0,71
2008-12-21;51,65
2008-12-22;30,61
2008-12-23;0,00
2008-12-24;0,00
2008-12-25;0,00
2008-12-26;0,00
2008-12-27;0,22
2008-12-28;13,61
2008-12-29;117,05
2008-12-30;0,26
2008-12-31;0,54
2009-01-01;14,77
2009-01-02;47,97
2009-01-03;29,18
2009-01-04;4,41
2009-01-05;11,94
2009-01-06;0,69
2009-01-07;0,00
2009-01-08;0,00
