fecha;tmin
2008-12-10;296,70
2008-12-11;295,20
2008-12-12;292,30
2008-12-13;291,80
2008-12-14;290,70
2008-12-15;290,30
2008-12-16;291,20
2008-12-17;294,70
2008-12-18;298,70
2008-12-19;296,50
2008-12-20;295,80
2008-12-21;295,70
2008-12-22;296,90
2008-12-23;295,60
2008-12-24;292,90
2008-12-25;292,80
2008-12-26;292,40
2008-12-27;295,00
2008-12-28;292,90
2008-12-29;294,00
2008-12-30;295,30
2008-12-31;297,10
2009-01-01;294,60
2009-01-02;293,20
2009-01-03;292,90
2009-01-04;294,00
2009-01-05;297,20
2009-01-06;294,20
2009-01-07;289,50
2009-01-08;288,20
