fecha;tmax
2008-12-10;300,70
2008-12-11;299,20
2008-12-12;300,70
2008-12-13;303,60
2008-12-14;304,00
2008-12-15;305,20
2008-12-16;307,90
2008-12-17;311,50
2008-12-18;306,70
2008-12-19;304,30
2008-12-20;308,10
2008-12-21;307,10
2008-12-22;309,90
2008-12-23;302,50
2008-12-24;302,20
2008-12-25;306,50
2008-12-26;309,60
2008-12-27;311,80
2008-12-28;300,00
2008-12-29;299,20
2008-12-30;306,80
2008-12-31;309,30
2009-01-01;304,30
2009-01-02;307,30
2009-01-03;306,80
2009-01-04;308,60
2009-01-05;304,10
2009-01-06;297,70
2009-01-07;300,60
2009-01-08;302,90
