fecha;tmin
2008-12-10;294,90
2008-12-11;294,60
2008-12-12;296,10
2008-12-13;295,80
2008-12-14;297,00
2008-12-15;295,20
2008-12-16;295,10
2008-12-17;295,20
2008-12-18;297,90
2008-12-19;294,30
2008-12-20;291,80
2008-12-21;288,80
2008-12-22;289,60
2008-12-23;291,00
2008-12-24;292,70
2008-12-25;296,00
2008-12-26;296,70
2008-12-27;297,80
2008-12-28;299,50
2008-12-29;301,30
2008-12-30;301,40
2008-12-31;302,00
2009-01-01;294,80
2009-01-02;292,40
2009-01-03;290,80
2009-01-04;293,70
2009-01-05;296,90
2009-01-06;295,20
2009-01-07;296,20
2009-01-08;298,90
