fecha;hrmean
2003-04-21;76,42
2003-04-22;98,16
2003-04-23;82,75
2003-04-24;74,18
2003-04-25;68,95
2003-04-26;91,64
2003-04-27;97,38
2003-04-28;95,42
2003-04-29;88,70
2003-04-30;91,92
2003-05-01;98,14
2003-05-02;98,82
2003-05-03;97,14
2003-05-04;90,30
2003-05-05;76,61
2003-05-06;79,31
2003-05-07;78,19
2003-05-08;85,96
2003-05-09;95,46
2003-05-10;96,90
2003-05-11;94,44
2003-05-12;93,97
2003-05-13;92,29
2003-05-14;87,11
2003-05-15;87,37
2003-05-16;84,67
2003-05-17;84,56
2003-05-18;84,13
2003-05-19;73,86
2003-05-20;68,87
