fecha;precip
2003-04-21;0,00
2003-04-22;7,37
2003-04-23;16,57
2003-04-24;0,04
2003-04-25;0,04
2003-04-26;0,73
2003-04-27;32,01
2003-04-28;3,28
2003-04-29;0,00
2003-04-30;0,00
2003-05-01;0,00
2003-05-02;0,00
2003-05-03;0,02
2003-05-04;0,00
2003-05-05;0,02
2003-05-06;4,90
2003-05-07;16,96
2003-05-08;14,60
2003-05-09;1,10
2003-05-10;32,29
2003-05-11;19,20
2003-05-12;12,33
2003-05-13;5,21
2003-05-14;12,27
2003-05-15;2,61
2003-05-16;1,53
2003-05-17;0,60
2003-05-18;0,19
2003-05-19;0,09
2003-05-20;0,54
