fecha;tmin
2009-05-11;292,30
2009-05-12;291,70
2009-05-13;294,80
2009-05-14;287,00
2009-05-15;282,00
2009-05-16;278,50
2009-05-17;276,50
2009-05-18;280,90
2009-05-19;280,80
2009-05-20;283,90
2009-05-21;284,20
2009-05-22;284,90
2009-05-23;285,50
2009-05-24;286,90
2009-05-25;287,30
2009-05-26;286,40
2009-05-27;286,10
2009-05-28;285,80
2009-05-29;285,80
2009-05-30;285,40
2009-05-31;284,70
2009-06-01;283,10
2009-06-02;285,20
2009-06-03;287,20
2009-06-04;289,90
2009-06-05;289,10
2009-06-06;287,90
2009-06-07;284,30
2009-06-08;279,40
2009-06-09;278,80
